"","challengeID","gpa","grit","materialHardship","eviction","layoff","jobTraining"
"1",1,3.46682944059601,3.48434078781314,0.0808234387074298,0.0297697774157912,0.198701096942461,0.141019655785494
"2",2,2.45438423823526,3.45917597216315,0.0904222421868948,0.0320847743736901,0.17292359691804,0.10461659759999
"3",3,3.46562007217933,3.4095776687248,0.0770268304019915,0.0274656976126754,0.166136639472823,0.157645875484526
"4",4,3.13105053742227,3.45917597216315,0.0884298444502003,0.0308399849802195,0.17787423092482,0.311123768650209
"5",5,2.93860625393811,3.37096902817777,0.0722700713373721,0.0275735161377195,0.150899850615196,0.120309316534792
"6",6,2.61300728174463,3.5,0.0909090909090909,0,0,0
"7",7,3.20706391036674,3.45917597216315,0.0874487239033172,0.0319312515426204,0.175685684244249,0.305215208974263
"8",8,2.54649988373504,3.46484437662499,0.0783826497899169,0.030245295290622,0.15084607798207,0.0731503377097155
"9",9,2.25,4,0.181818181818182,0,0,0
"10",10,2.91112850922918,3.45917597216315,0.103767918672735,0.0285241493228811,0.234425017654148,0.325238152450395
"11",11,3.08998617185654,3.45917597216315,0.0720906260795659,0.0275735161377195,0.151585699657152,0.192142627173784
"12",12,2.35470409617031,3.45917597216315,0.106713237054672,0.0645601258488715,0.151585699657152,0.193744021305279
"13",13,2.704712087603,3.45917597216315,0.081195904143114,0.0289148778885484,0.169253854025521,0.182292393423466
"14",14,3.07228162706758,3.45917597216315,0.0720906260795659,0.0275735161377195,0.151585699657152,0.18827468747616
"15",15,2.99174776245767,3.45917597216315,0.0755278586784226,0.0275735161377195,0.149614058774825,0.225947365528188
"16",16,2.46619414365524,3.45917597216315,0.0883545056919279,0.030339793439985,0.163990108187028,0.118903582589565
"17",17,3.10855072956392,3.45917597216315,0.0871037066112784,0.02995631771243,0.163372543817656,0.186771592886649
"18",18,2.84396765621124,3.45917597216315,0.0841391117206893,0.0573435992639368,0.173959628549283,0.121214479429929
"19",19,2.94189582694189,3.4640754905738,0.0676295174860839,0.0159851306066961,0.153602513534518,0.202898525501629
"20",20,2.72099675094377,3.37096902817777,0.0789650912772793,0.0275735161377195,0.151585699657152,0.293096560404029
"21",21,2.87394051264668,3.45917597216315,0.104261280745698,0.0645601258488715,0.155737727109366,0.145689736139066
"22",22,2.51336957562401,3.37096902817777,0.0789650912772793,0.0275735161377195,0.212131924333027,0.129737411371226
"23",23,2.95881604764788,3.45917597216315,0.0851229804591324,0.0275735161377195,0.16608698658554,0.210142366138763
"24",24,2.78912520932941,3.45917597216315,0.0678434526309998,0.0264042118164451,0.145364492439327,0.269254977055817
"25",25,2.8972425496713,3.42322426328464,0.0723836516059787,0.0298364394160199,0.180138556353762,0.194569768110055
"26",26,2.40885609369515,3.45917597216315,0.17978656668368,0.0743165211294652,0.469062686967446,0.190927475893628
"27",27,3.29730431475944,3.45917597216315,0.0917026555816305,0.0298592684080767,0.16948197647701,0.148932015792776
"28",28,2.64743755372076,3.40898198024832,0.091204021453816,0.0484563585197676,0.179999207502307,0.135611708430491
"29",29,3.17215249688606,3.45917597216315,0.0766873589191638,0.0288957458332003,0.16063089269629,0.166803744661915
"30",30,2.53005277968059,3.45917597216315,0.0789650912772793,0.0275735161377195,0.149614058774825,0.23656656492775
"31",31,3.0278584961427,3.45917597216315,0.0704245814335673,0.0271089512928151,0.151085907640276,0.219765928637514
"32",32,2.60067484323903,3.37096902817777,0.119461744905844,0.0733756129076172,0.241732522688015,0.109060016775648
"33",33,2.3581319908848,3.37096902817777,0.0789650912772793,0.0526533929237165,0.220471934102349,0.184454146285542
"34",34,3.17872104342022,3.45917597216315,0.0955850146190321,0.0333494512900933,0.185690796112695,0.425698661442471
"35",35,2.72868583576867,3.45917597216315,0.0789650912772793,0.0275735161377195,0.149614058774825,0.209521765443309
"36",36,2.73913278012828,3.41424527491447,0.108029215436249,0.0497995293433785,0.251979936382706,0.207386922736938
"37",37,3.30574649701588,3.45917597216315,0.086512454936857,0.0319312515426204,0.176579448824691,0.127565281769878
"38",38,2.96239833163047,3.48391935425682,0.0756994049425407,0.0292561378359961,0.153472912386625,0.27458109033609
"39",39,2.67541317215186,3.45475538982934,0.0803908824623877,0.0282702846069641,0.178067508755057,0.165347595199645
"40",40,2.5634577312361,3.45917597216315,0.0974982641328141,0.0516556592084949,0.146691642786049,0.124497553580875
"41",41,2.55295671967961,3.45567159649097,0.110281368494396,0.0787056679375177,0.201769406165214,0.117990794920205
"42",42,3.3121249755833,3.45917597216315,0.0755278586784226,0.0275735161377195,0.151585699657152,0.233622143442679
"43",43,2.36632866758682,3.42158060621744,0.100591926541322,0.0351136896390048,0.235389780771317,0.197936881224009
"44",44,2.89833051958287,3.45917597216315,0.0817699301545853,0.0283731530734326,0.215001734377343,0.267219522211298
"45",45,2.94040047502228,3.45917597216315,0.0739632591587759,0.0252974938384691,0.145836948783504,0.265605691711045
"46",46,3.35635272600828,3.40552463121161,0.0820564829566697,0.0275735161377195,0.146375706933088,0.275065548150157
"47",47,3.21329281096921,3.45917597216315,0.0755278586784226,0.0275735161377195,0.151585699657152,0.576375561744095
"48",48,2.77818335375174,3.45917597216315,0.0755278586784226,0.0526533929237165,0.245858232678231,0.106555599583585
"49",49,2.87036885556258,3.49364454786929,0.087633732926974,0.0277181792393303,0.137798396745247,0.104691245804309
"50",50,2.96414485950322,3.45917597216315,0.0779050633973054,0.0272770476700027,0.150012797972483,0.114657262361169
"51",51,2.49008515923199,3.45917597216315,0.0720906260795659,0.0275735161377195,0.15357863074488,0.409734343368109
